Iterations,Trails,Inputs,Action,Reward,Waypoint,Penalty
66,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
66,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
66,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
66,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
66,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
66,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
67,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
67,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
67,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
67,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
67,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
67,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
67,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
67,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
67,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
67,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
67,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
67,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
67,13,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
68,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
68,2,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
68,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
68,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
68,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
68,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
68,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
68,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
68,9,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
69,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
69,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
69,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
69,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
69,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
69,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
69,7,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
69,8,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
69,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,12,right,0
70,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
70,2,"{'light': 'green', 'oncoming': None, 'right': None, 'left': 'forward'}",forward,2,forward,0
70,3,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
70,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
70,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
70,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
70,7,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
70,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
70,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
70,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
70,11,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
70,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
70,13,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
71,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
71,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
71,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
71,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
71,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
71,6,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
71,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
71,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
71,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
71,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
71,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
71,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
71,13,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
71,14,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
71,15,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
71,16,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
71,17,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
71,18,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
71,19,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
72,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
72,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
72,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
72,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
72,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
72,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
72,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
72,8,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
72,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
72,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
72,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
73,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
73,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
73,3,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
73,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
73,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
73,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
73,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
73,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
73,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
73,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
73,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
73,12,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
74,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
74,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
74,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
74,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
74,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
74,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
74,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
74,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
74,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
74,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
74,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
75,1,"{'light': 'green', 'oncoming': 'forward', 'right': None, 'left': None}",forward,2,forward,0
75,2,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
75,3,"{'light': 'red', 'oncoming': 'forward', 'right': None, 'left': None}",None,0,forward,0
75,4,"{'light': 'red', 'oncoming': 'forward', 'right': None, 'left': None}",None,0,forward,0
75,5,"{'light': 'red', 'oncoming': 'forward', 'right': None, 'left': None}",None,0,forward,0
75,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
75,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
75,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
75,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
75,10,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
76,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
76,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
76,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
76,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
76,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
76,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
76,7,"{'light': 'red', 'oncoming': 'right', 'right': None, 'left': None}",None,0,forward,0
76,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
76,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
76,10,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
76,11,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
76,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
76,13,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
76,14,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
76,15,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
76,16,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
76,17,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
76,18,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,12,right,0
77,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
77,2,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
77,3,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
77,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
77,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
77,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
78,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
78,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
78,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
78,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': 'right'}",None,0,left,0
78,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
78,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
78,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
78,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
78,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
78,10,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
78,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
78,12,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
78,13,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
79,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
79,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
79,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
79,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
79,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
79,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
79,7,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
79,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
79,9,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
79,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
79,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
79,12,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
79,13,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
79,14,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
79,15,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
79,16,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
79,17,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
79,18,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
80,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
80,2,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
80,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
80,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
80,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
80,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
80,7,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
80,8,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
80,9,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
80,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
80,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
80,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,12,right,0
81,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
81,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
81,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
81,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
81,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
81,6,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
81,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
81,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
81,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
81,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
81,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
82,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': 'left'}",right,2,right,0
82,2,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
82,3,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
82,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
82,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
82,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
82,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
82,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
82,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
82,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
82,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
82,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
82,13,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
83,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
83,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
83,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
83,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
83,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
83,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
83,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
83,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
83,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
83,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
83,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
83,12,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
84,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
84,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
84,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
84,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
84,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
84,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
84,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
84,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
84,9,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
84,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
84,11,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
84,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
84,13,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
85,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
85,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
85,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': 'forward'}",None,0,forward,0
85,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
85,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
85,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
85,7,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
85,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
85,9,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
85,10,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
85,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
86,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
86,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
86,3,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
86,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': 'forward'}",forward,12,forward,0
87,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
87,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
87,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
87,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
87,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
87,6,"{'light': 'green', 'oncoming': 'left', 'right': None, 'left': None}",forward,2,forward,0
87,7,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
87,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
87,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
87,10,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
87,11,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
87,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
87,13,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
87,14,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
87,15,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
87,16,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
87,17,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
88,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
88,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
88,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
88,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
88,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
88,6,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
88,7,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
88,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
88,9,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
88,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
88,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
88,12,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
88,13,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
88,14,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
88,15,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
88,16,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
88,17,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
88,18,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
88,19,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
88,20,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
89,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
89,2,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
89,3,"{'light': 'green', 'oncoming': None, 'right': 'forward', 'left': None}",forward,2,forward,0
89,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
89,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
89,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
89,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': 'forward'}",None,0,forward,0
89,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': 'forward'}",None,0,forward,0
89,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': 'forward'}",None,0,forward,0
89,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': 'forward'}",None,0,forward,0
89,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': 'forward'}",forward,2,forward,0
89,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
89,13,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
89,14,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
89,15,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
89,16,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
90,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
90,2,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
90,3,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
90,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
90,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
90,6,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
90,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
90,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
90,9,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
91,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
91,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
91,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
91,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
91,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
91,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
91,7,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
91,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
91,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
