Iterations,Trails,Inputs,Action,Reward,Waypoint,Penalty
18,25,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
18,26,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
19,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
19,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
19,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
19,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
19,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
19,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
19,7,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
19,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
19,9,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
20,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
20,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
20,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
20,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
20,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
20,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
20,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
20,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
20,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
20,10,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
21,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
21,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
21,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
21,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
21,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': 'left'}",forward,2,forward,0
21,6,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
21,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
21,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
21,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
21,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
21,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
21,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
21,13,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
21,14,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
21,15,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
21,16,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
22,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
22,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",left,-1,right,-1
22,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",left,-1,right,-1
22,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
22,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
22,6,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
22,7,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
22,8,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
22,9,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
22,10,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
22,11,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
22,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
22,13,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
23,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
23,2,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
23,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
23,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
24,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
24,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
24,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
24,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
24,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
24,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
24,7,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
24,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
24,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
24,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
24,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
24,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
24,13,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
24,14,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
24,15,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
24,16,"{'light': 'green', 'oncoming': None, 'right': 'right', 'left': None}",forward,12,forward,0
25,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
25,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
25,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
25,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
25,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
25,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
25,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
25,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
25,9,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
25,10,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
25,11,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
25,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
25,13,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
25,14,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
25,15,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
25,16,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
25,17,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
25,18,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
25,19,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
25,20,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
26,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
26,2,"{'light': 'green', 'oncoming': None, 'right': None, 'left': 'forward'}",forward,2,forward,0
26,3,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
26,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
26,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
26,6,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
26,7,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
26,8,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
26,9,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
26,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
26,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': 'left'}",forward,2,forward,0
26,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
26,13,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
26,14,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
26,15,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
27,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
27,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
27,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
27,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
27,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
27,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
27,7,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
27,8,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
27,9,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
27,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
27,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
27,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
27,13,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
27,14,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
27,15,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
27,16,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
28,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
28,2,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
28,3,"{'light': 'green', 'oncoming': None, 'right': 'left', 'left': None}",forward,2,forward,0
28,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
28,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
28,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
28,7,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
29,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
29,2,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
29,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': 'left'}",None,0,forward,0
29,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': 'left'}",None,0,forward,0
29,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': 'left'}",None,0,forward,0
29,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': 'left'}",forward,2,forward,0
29,7,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
29,8,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,12,left,0
30,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
30,2,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
30,3,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
30,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
30,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
30,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
31,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
31,2,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
31,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
31,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
31,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
31,6,"{'light': 'green', 'oncoming': 'right', 'right': None, 'left': None}",forward,12,forward,0
32,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
32,2,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
32,3,"{'light': 'green', 'oncoming': None, 'right': 'left', 'left': None}",forward,2,forward,0
32,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
32,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
32,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
32,7,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
32,8,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
32,9,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
33,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
33,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
33,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
33,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
33,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
33,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
33,7,"{'light': 'red', 'oncoming': 'left', 'right': None, 'left': None}",None,0,forward,0
33,8,"{'light': 'red', 'oncoming': 'left', 'right': None, 'left': None}",None,0,forward,0
33,9,"{'light': 'red', 'oncoming': 'left', 'right': None, 'left': None}",None,0,forward,0
33,10,"{'light': 'red', 'oncoming': 'left', 'right': None, 'left': None}",None,0,forward,0
33,11,"{'light': 'green', 'oncoming': 'left', 'right': None, 'left': None}",forward,12,forward,0
34,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
34,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
34,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
34,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
34,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
34,6,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
34,7,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
35,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
35,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
35,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
35,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
35,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
35,6,"{'light': 'green', 'oncoming': None, 'right': 'left', 'left': None}",forward,12,forward,0
36,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
36,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
36,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
36,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
36,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
36,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
36,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
36,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
36,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
36,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
36,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
36,12,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
36,13,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
36,14,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
36,15,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
36,16,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
36,17,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
36,18,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
36,19,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
36,20,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
36,21,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
37,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
37,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
37,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
37,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
37,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
37,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
37,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
37,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
37,9,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
37,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
37,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
37,12,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
38,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
38,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
38,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
38,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
38,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
38,6,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
38,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
38,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
38,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
38,10,"{'light': 'red', 'oncoming': None, 'right': 'forward', 'left': None}",None,0,forward,0
38,11,"{'light': 'green', 'oncoming': None, 'right': 'forward', 'left': None}",forward,2,forward,0
38,12,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
39,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
39,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
39,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
39,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
39,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
39,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
39,7,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
39,8,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
39,9,"{'light': 'red', 'oncoming': 'left', 'right': None, 'left': None}",None,0,forward,0
39,10,"{'light': 'green', 'oncoming': 'left', 'right': None, 'left': None}",forward,2,forward,0
39,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
39,12,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
39,13,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
39,14,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
39,15,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
39,16,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
39,17,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
39,18,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
39,19,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
39,20,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
39,21,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
39,22,"{'light': 'red', 'oncoming': None, 'right': 'forward', 'left': None}",None,0,forward,0
39,23,"{'light': 'red', 'oncoming': None, 'right': 'forward', 'left': None}",None,0,forward,0
39,24,"{'light': 'red', 'oncoming': None, 'right': 'forward', 'left': None}",None,0,forward,0
39,25,"{'light': 'red', 'oncoming': None, 'right': 'forward', 'left': None}",None,0,forward,0
39,26,"{'light': 'green', 'oncoming': None, 'right': 'forward', 'left': None}",forward,12,forward,0
40,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
40,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
40,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
40,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
40,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
40,6,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
40,7,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
40,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
40,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
40,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
40,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
40,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
40,13,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
40,14,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
40,15,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
40,16,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
40,17,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
40,18,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
40,19,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
40,20,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
40,21,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
40,22,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
40,23,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
41,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
41,2,"{'light': 'red', 'oncoming': 'forward', 'right': None, 'left': None}",right,2,right,0
41,3,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
41,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
41,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
41,6,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
41,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
41,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
41,9,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
41,10,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
41,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
41,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
41,13,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
41,14,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
41,15,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
41,16,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
41,17,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
41,18,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
42,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
42,2,"{'light': 'red', 'oncoming': 'forward', 'right': None, 'left': None}",right,2,right,0
42,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
42,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
42,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
42,6,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
42,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
42,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
42,9,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
42,10,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
42,11,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
42,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
42,13,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
43,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
43,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
43,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
43,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
43,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
43,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
43,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
43,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
